word	count	sentence	rewritten
pastelito	1	Last, you eat a sweet treat called a pastelito.	
pastizzi	1	Last, you eat a sweet pastry called pastizzi.	
patents	1	Patents cover many things like toys, medicines, and machines.	Special rights cover many things like toys, medicines, and machines.
patriots	1	Patriots want to help their country and be kind to the people who live there.	Country lovers want to help their country and be kind to the people who live there.
patroclus	1	His friend Patroclus stood beside him.	
pattaya	1	Some famous places are Ko Samui, Pattaya, and Hua Hin.	
pawns	1	Each player starts with 16 pieces, like a king, a queen, and small ones called pawns.	Each player starts with 16 pieces, like a king, a queen, and small ones called little soldiers.
pe'a	1	The boys' tattoo is called Pe'a, and the girls' tattoo is called malu.	
peacemaker	1	A peacemaker helps people stop fighting.	
peacock's	1	Some tails are very colorful, like a peacock's tail.	Some tails are very colorful, like a big bird's tail.
peacocks	1	She likes peacocks, pomegranates, and cows.	She likes big colorful birds, red fruits, and cows.
peeing	1	In Belgium, you can see a funny statue of a boy peeing.	In Belgium, you can see a funny statue of a boy going pee.
peekaboo	1	We play peekaboo and she laughs.	We play hide-and-see and she laughs.
peking	1	Long ago, people called it Peking.	
pen's	1	The pen's cap is red.	
pencil's	1	The pencil's point is small.	
pendant	1	A pendant is jewelry that hangs from a chain.	A hanging jewel is jewelry that hangs from a chain.
penelope	1	Finally, he gets home and finds his wife Penelope waiting for him.	
penis	1	Boys have a penis, and girls have a vagina.	Boys have a boy part, and girls have a girl part.
penn	1	Later, a man named William Penn started a place for people to live.	
peppered	1	A famous example is the peppered moth.	A famous example is the moth with spots.
pepys	1	Long ago, a man named Samuel Pepys wrote a diary about the big fire in London.	
percentages	1	Percentages help compare things, like test scores.	Numbers like 50 out of 100 help compare things, like test scores.
percy	1	A man named Percy Spencer found out about this when a candy bar in his pocket melted while he was working with radio waves.	
performer	1	A person who does performing arts is called a performer.	A person who acts, sings, or dances is called a performer.
perro	1	In another language, people say "perro" for the same furry friend.	
perry	1	Some pop stars you might know are Ariana Grande, Katy Perry, and Lady Gaga.	
persians	1	Many different groups ruled Central Asia, like the Persians, Arabs, Mongols, and Russians.	
peso	1	The money used in Chile is called the peso.	
pesse	1	A very old boat was made from a tree trunk and is called the Pesse Canoe.	
pest	1	The city has two parts, Buda and Pest, with a big river called the Danube flowing between them.	
petl	1	Some mountains are volcanoes, like Popocatépetl.	
petrel	1	Bermuda has bats, a bird called the Bermuda Petrel, and a lizard called the Bermuda Rock Skink.	
petrograd	1	During a big war, it was called Petrograd.	
phantom	1	People can hike down to the bottom and stay at a place called Phantom Ranch.	
pharos	1	Long ago, a famous lighthouse was on an island called Pharos.	
pheidippides	1	A man named Pheidippides ran a long way to tell people good news.	
philippe	1	Later, a doctor named Philippe Pinel took away the chains and made them nicer.	
phobos	1	Mars has two tiny moons named Phobos and Deimos.	
phoenicia's	1	Phoenicia's ships were strong on the sea.	
phoenician	1	The Phoenician people lived there.	
phoenixes	1	I saw two phoenixes in the storybook.	I saw two fire birds in the storybook.
phonetic	1	The writing is mostly phonetic, which means you can write a word the way it sounds.	The writing is mostly by sound, which means you can write a word the way it sounds.
phonograph	1	The first machine for recording sound was the phonograph, invented by Thomas Edison in 1877.	The first machine for recording sound was the sound writer, made by Thomas Edison in 1877.
phosphate	1	Jordan mines a lot of phosphate.	Jordan digs up a lot of a mineral used in plant food.
photographer	1	A person who makes pictures with a camera is called a photographer.	A person who makes pictures with a camera is called a picture taker.
photographers	1	People who make pictures are called artists or photographers.	People who make pictures are called artists or picture takers.
photojournalist	1	A photojournalist goes to big events and takes photos.	A news picture taker goes to big events and takes photos.
physicists	1	People who study physics are called physicists.	People who study how things move and work are called physics experts.
phytoplankton	1	Some algae float in the water and are called phytoplankton.	Some tiny green things float in the water and are called plant drifters.
piaget	1	A man named Jean Piaget studied how children's brains grow and learn as they get older.	
pickups	1	The strings sit over pickups that send the sound to an amplifier.	The strings sit over sound catchers that send the sound to a speaker.
pico	1	The highest mountain is Pico de Orizaba.	
picture's	1	The picture's colors are so pretty.	The colors in the picture are so pretty.
pie-charts	1	You can also make pictures like graphs and pie-charts from the numbers.	You can also make pictures like graphs and circle charts from the numbers.
pierre-auguste	1	Other impressionist painters include Pierre-Auguste Renoir, Edgar Degas, and Mary Cassatt.	
piggie	1	I read a book about a funny character called Piggie.	
piggyback	1	He can give you a piggyback ride.	He can give you a ride on his back.
piglet	1	A baby pig is called a piglet.	A baby pig is called a little pig.
piled	1	A long time ago, sand piled up and got pressed together to make this rock.	A long time ago, sand stacked up and got pressed together to make this rock.
pilgrimages	1	Some pilgrimages are about a place that is important to a person.	Some trips to holy places are about a place that is important to a person.
piling	1	People make these islands by piling up sand, rocks, or dirt.	People make these islands by stacking up sand, rocks, or dirt.
pinel	1	Later, a doctor named Philippe Pinel took away the chains and made them nicer.	
pink-purple	1	It glows a little, with a soft pink-purple color.	It glows a little, with a soft pink and purple color.
pinkish-white	1	Inside, the fruit is clear and pinkish-white, and it tastes very sweet.	Inside, the fruit is clear and light pink, and it tastes very sweet.
pinky	1	Some people call the little finger a pinky.	
pints	1	They measured liquid in pints and gallons.	They measured liquid in small cups and big jugs.
pip's	1	At night, she covers Pip's cage with a soft cloth.	
piring	1	Indonesia has many different groups of people and many kinds of dances, like the Piring dance from West Sumatra.	
pita	1	We have pita bread and olives.	We have flat bread and olives.
pitch	1	Vietnamese uses a special way of saying words where the pitch of your voice changes the meaning.	Vietnamese uses a special way of saying words where the high or low of your voice changes the meaning.
pizarro	1	The city was started a long time ago by a man named Francisco Pizarro.	
pizza's	1	The pizza's smell is so good.	The smell of the pizza is so good.
plaintiff	1	The person who starts a court case is called the plaintiff.	The person who starts a court case is called the one who says they were hurt.
planet's	1	When it gets to Earth, our planet's big magnet stops most of it.	When it gets to Earth, our big space ball's big magnet stops most of it.
plant-like	1	Algae are plant-like living things that make their own food from sunlight.	Algae are living things that are like plants and make their own food from sunlight.
platinum	1	The waves also help make heavy things like gold and platinum.	The waves also help make heavy things like gold and a shiny white metal.
play-dough	1	You can make a number with play-dough; it feels soft and squishy.	You can make a number with soft clay; it feels soft and squishy.
playgroup	1	We share toys at playgroup, and we learn to be clean.	We share toys at play time, and we learn to be clean.
playhouses	1	I see two playhouses in the yard.	I see two small play homes in the yard.
pledge	1	Last, they say the Pledge of Allegiance.	Last, they say the promise of loyalty.
pleeease	1	A please can be long like pleeease when you want something very much.	
pliers	1	First, open the link with small pliers.	First, open the link with small grabbing tools.
plitvice	1	The Plitvice Lakes are famous lakes with pretty waterfalls.	
plov	1	They like to drink black tea and eat a rice dish called plov.	
plural	1	For example, if you hold two red blocks, you can say, "These blocks are red." It is the plural form of the word "this." We use it every day when we speak and play.	For example, if you hold two red blocks, you can say, "These blocks are red." It is the word for more than one. We use it every day when we speak and play.
pluses	1	Plus and minus pull together, but two pluses or two minuses push apart.	Plus and minus pull together, but two plus signs or two minus signs push apart.
plutocracy	1	When the richest people rule, it is called plutocracy.	When the richest people rule, it is called rule by the rich.
poker	1	Some card games are Go Fish, Solitaire, and Poker.	Some card games are Go Fish, One Player, and a game with chips.
polio	1	Vaccines have helped stop many bad sicknesses like measles and polio.	Vaccines have helped stop many bad sicknesses like red spots and a sickness that can make legs weak.
polydectes	1	When Perseus grew up, a king named Polydectes sent him to kill a monster called Medusa.	
polyglots	1	Some people can speak many languages, and they are called polyglots.	Some people can speak many languages, and they are called many-language speakers.
polynesia's	1	Polynesia's islands are small and green.	
polyp	1	Each polyp is like a small bag with a mouth on top and little arms around it.	Each tiny animal is like a small bag with a mouth on top and little arms around it.
pong	1	A basketball is heavy, but a ping pong ball is light.	A basketball is heavy, but a small light ball is light.
ponytails	1	I see three girls with braids and two girls with ponytails.	I see three girls with braids and two girls with hair tied back.
